id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit,frc,streetname
13410,11,8,10,9,33,24,14,,,,27,21,15,19,,50,3,Bijlmerdreef
13414,11,28,32,27,30,25,29,37,27,21,23,27,28,34,37,20,7,Millingenhof
13423,22,38,25,31,21,24,25,44,53,31,15,21,20,9,23,20,7,Millingenhof
13430,18,37,30,23,13,16,38,36,30,48,35,35,37,,,20,7,Montfoorthof
13434,17,34,28,36,26,34,38,,,,35,37,25,37,,20,7,Millingenhof
13438,22,17,44,5,14,38,49,,43,,40,62,,49,44,20,7,Millingenhof
13466,16,7,17,17,17,16,36,15,20,4,46,,15,,,20,7,Millingenhof
13474,28,37,17,23,17,16,38,37,14,4,22,,37,,,50,4,Scheldestraat
13476,22,30,32,32,34,39,33,18,,50,30,40,30,29,29,50,4,Bijlmerdreef
13478,15,20,17,20,21,18,28,33,33,32,40,31,41,25,33,20,7,Millingenhof
13479,16,2,13,5,32,16,16,,18,,13,15,,11,8,20,7,Millingenhof
13482,24,39,9,35,38,24,35,,,,53,39,25,42,,20,7,Montfoorthof
13494,45,47,61,50,42,44,,55,57,,42,,,,,80,4,Joan Muyskenweg
13495,72,71,63,83,,88,76,78,72,98,73,89,67,,78,60,4,AnonymousRoadnl14153688
13496,81,79,95,97,95,88,91,80,93,89,85,110,121,80,79,100,0,Nieuwe Utrechtseweg
13497,89,83,86,90,91,91,81,90,92,99,93,91,99,94,83,60,0,A9
13501,52,23,,,50,39,,,55,,,8,,,50,80,4,Joan Muyskenweg
13502,82,81,82,84,80,81,78,82,81,89,90,93,86,83,82,100,0,AnonymousRoadnl10152932
13504,73,76,76,83,73,71,84,93,82,79,,82,88,84,,100,4,AnonymousRoadnl14153622
13505,28,24,32,32,33,37,26,,2,,,,,,,70,4,AnonymousRoadnl14131200
13506,73,71,64,88,,88,82,77,71,98,70,89,65,,78,60,4,AnonymousRoadnl14153688
13507,76,85,55,52,72,99,81,80,84,83,68,83,76,56,94,50,0,Nieuwe Utrechtseweg
13545,13,80,83,86,79,76,85,92,100,95,96,87,110,112,92,50,7,Joan Muyskenweg
13508,61,68,59,65,55,64,77,67,,68,,,,,,100,4,AnonymousRoadnl14153622
13510,29,84,80,91,84,89,84,104,88,86,,89,98,90,,35,7,Amsteldijk
13512,74,40,,,,40,,43,,,,,,,,70,4,AnonymousRoadnl14153688
13513,40,64,74,88,,88,82,81,71,101,73,95,66,,81,60,4,Gein-Zuid
13515,6,18,32,,38,58,,,57,,,31,,,53,20,7,Linnaeushof
13517,26,76,89,98,100,100,99,102,102,100,100,105,101,104,102,20,7,Linnaeushof
13521,27,46,61,45,31,35,31,55,52,,42,,,,35,20,7,Linnaeushof
13523,88,85,86,87,103,94,96,103,90,100,,119,84,95,,100,0,AnonymousRoadnl14153622
13524,26,24,27,16,26,36,17,,2,,,,,,,70,4,AnonymousRoadnl14131200
13525,73,79,76,83,75,73,94,93,81,79,,82,88,82,,100,4,AnonymousRoadnl14153622
13526,30,16,,39,,,31,,,,,,,,,70,7,
13527,90,69,74,77,70,68,72,90,98,94,95,87,108,122,90,100,0,AnonymousRoadnl10153700
13528,32,70,35,42,32,33,65,,,,42,39,,,37,50,4,AnonymousRoadnl14131204
13529,83,84,85,82,97,86,85,104,91,94,,117,85,94,,100,0,AnonymousRoadnl14153622
13530,41,70,5,17,25,35,59,,,,42,41,,,45,50,4,AnonymousRoadnl14131192
13531,85,84,85,80,97,89,94,104,91,98,,118,84,95,,100,0,AnonymousRoadnl14153622
13532,35,70,32,39,32,32,65,,,,42,39,,,43,50,4,AnonymousRoadnl14131204
13533,98,19,25,21,9,11,14,89,101,101,102,100,102,99,101,100,0,A2
13536,8,43,75,88,,88,87,82,71,110,74,95,67,,73,50,7,Joan Muyskenweg
13541,52,45,61,71,46,,,57,59,,42,,,,,80,4,Joan Muyskenweg
13542,54,93,92,91,97,93,90,99,102,102,104,97,103,101,83,80,4,Joan Muyskenweg
13547,54,83,59,64,59,58,56,62,6,,,,,,,70,4,AnonymousRoadnl14131192
13548,74,72,73,86,80,75,99,100,79,79,,78,74,72,,100,4,AnonymousRoadnl14153622
13549,85,85,92,98,101,85,93,85,108,92,77,108,123,81,81,100,0,Nieuwe Utrechtseweg
13550,79,11,79,80,81,80,85,84,81,85,82,83,73,72,83,70,4,AnonymousRoadnl10152928
13554,51,45,65,66,46,36,,57,67,,42,,,,,80,4,Joan Muyskenweg
13555,53,76,72,77,80,73,95,95,77,78,,78,74,72,,80,4,Joan Muyskenweg
13557,22,9,63,65,61,61,68,64,72,78,68,73,64,62,64,35,7,Amsteldijk
13729,18,16,,,,,17,,,,,,,,,35,6,Stephensonstraat
13564,76,76,77,88,80,79,107,100,82,81,,83,78,80,,100,4,AnonymousRoadnl14153622
13565,82,93,72,68,86,104,84,87,88,77,73,88,80,58,100,70,0,Nieuwe Utrechtseweg
13566,50,48,66,58,45,57,,55,66,,42,,,,,80,4,Joan Muyskenweg
13575,90,100,92,93,84,99,93,97,96,76,95,92,91,61,117,100,0,Nieuwe Utrechtseweg
13578,90,95,93,92,84,101,93,94,95,78,95,89,88,60,116,100,0,Nieuwe Utrechtseweg
13579,39,52,43,43,16,,23,,44,37,,47,40,,,50,5,Middenweg
13581,37,45,43,43,22,11,23,,44,37,,46,40,,,50,5,Middenweg
13582,13,11,,,,,,,14,,,,,,,50,7,Joan Muyskenweg
13583,51,57,66,64,51,,,59,33,,42,,,,,80,4,Joan Muyskenweg
13590,17,19,,,,,,,,,,,,,,35,6,Cornelis Drebbelstraat
13600,89,97,91,87,85,101,86,93,94,81,94,89,87,60,112,70,0,Nieuwe Utrechtseweg
13603,36,43,37,43,37,11,23,,44,37,,45,40,,,50,5,Middenweg
13609,87,88,94,101,101,101,103,87,97,97,81,106,122,79,82,100,0,Nieuwe Utrechtseweg
13613,86,98,87,85,81,102,83,90,90,73,81,89,85,60,112,70,0,Nieuwe Utrechtseweg
13622,38,35,44,37,,21,,41,36,45,,50,40,,,50,5,Kamerlingh Onneslaan
13623,38,33,39,39,,16,,27,37,47,,50,40,,,50,5,Kamerlingh Onneslaan
13626,90,88,93,96,95,104,89,98,91,102,101,98,94,95,80,60,0,A9
13629,87,87,90,93,90,101,89,96,89,99,93,94,96,93,77,60,0,A9
13630,43,52,48,43,11,12,23,,53,37,,47,40,,,50,5,Middenweg
13631,91,85,82,88,103,97,98,100,98,94,,118,82,95,,100,0,AnonymousRoadnl14153622
13633,9,66,68,71,71,74,68,73,72,76,68,73,70,68,62,20,7,Linnaeushof
13637,46,87,89,92,85,95,89,93,86,96,90,92,97,93,79,50,5,Middenweg
13638,85,53,51,49,29,45,23,,56,37,,41,54,,,60,0,A9
13640,24,85,84,86,104,94,98,103,90,103,,119,85,95,,35,6,Willem Beukelsstraat
13642,89,91,100,101,104,98,102,89,101,97,86,106,117,79,82,100,0,Nieuwe Utrechtseweg
13644,40,87,91,93,92,90,87,95,92,99,97,98,99,95,99,50,5,Kamerlingh Onneslaan
13647,38,29,41,37,,18,,26,41,46,,46,40,,,50,5,Kamerlingh Onneslaan
13648,49,82,86,89,83,85,79,88,87,91,93,95,88,88,91,50,4,Joan Muyskenweg
13649,85,55,62,48,50,,,54,,,42,,,,,100,0,AnonymousRoadnl10152932
13652,54,82,88,89,85,88,83,90,88,91,93,97,91,89,91,80,4,Joan Muyskenweg
13655,51,58,67,62,51,,,55,,,42,,,,,80,4,Joan Muyskenweg
13664,99,25,33,36,16,19,69,99,101,103,103,102,102,102,101,100,0,A2
13666,87,18,,,,,,,,,,,,,,70,0,AnonymousRoadnl10152928
13684,32,28,37,43,37,11,23,,42,37,,45,40,,,50,5,Middenweg
13687,17,20,,,,,12,,,,,,,,,35,6,Cornelis Drebbelstraat
13689,97,31,38,36,14,47,57,94,100,101,99,101,102,99,101,100,0,A2
13690,12,12,,,,,17,,,,,,,,,20,7,Zacharias Jansestraat
13693,30,26,37,41,26,11,23,,28,37,,45,24,,,50,5,Middenweg
13698,73,74,71,75,70,72,70,75,72,79,82,85,77,72,69,70,0,AnonymousRoadnl10152932
13700,76,38,78,75,74,78,78,79,95,78,100,79,64,66,70,70,4,AnonymousRoadnl10152928
13701,84,75,73,74,74,74,75,87,84,89,94,92,90,87,84,70,0,AnonymousRoadnl10152928
13703,86,71,69,72,70,69,70,90,90,91,96,96,95,88,86,70,0,AnonymousRoadnl10152928
13705,80,72,79,80,80,81,76,81,80,90,85,81,82,85,74,60,0,A9
13706,71,64,71,75,73,72,64,77,74,78,72,73,75,77,63,60,0,A9
13707,12,14,11,42,6,11,23,,19,37,,21,14,,,50,5,Middenweg
13708,98,32,38,42,19,32,56,98,101,100,104,101,103,100,100,100,0,A2
13709,98,76,88,99,102,100,100,101,104,102,101,104,102,103,103,100,0,A2
13713,21,28,26,41,,11,23,,25,31,,17,21,,,50,5,Middenweg
13721,34,42,41,41,41,32,30,26,9,35,44,41,42,31,37,50,2,Wibautstraat
13722,23,4,,,,,20,,,,,,,,,35,6,Stephensonstraat
13724,34,42,44,42,42,28,30,23,38,38,44,43,43,36,38,50,2,Wibautstraat
13725,36,45,48,37,48,34,44,45,46,48,50,47,46,43,46,50,2,Wibautstraat
13726,24,32,,,,,34,,,54,35,,,,35,35,6,James Wattstraat
13727,33,36,,,,,,,,,,,,,17,35,6,James Wattstraat
13730,37,48,47,47,,37,50,45,46,50,,,42,43,46,50,2,Wibautstraat
13731,30,44,42,36,47,33,32,43,44,46,45,48,48,42,45,50,2,Wibautstraat
13732,3,22,,,,,,,,,,,,,,35,6,Wibautstraat
13735,22,40,,,,19,19,42,,,,,,,,35,6,Eerste Ringdijkstraat
13736,21,31,20,,,,27,,,,26,,27,23,28,35,6,Eerste Ringdijkstraat
13739,18,16,,,,,13,,,,,,,,,35,6,Stephensonstraat
13741,5,16,,,,,,,,,,,,,,20,7,James Wattstraat
13743,29,48,43,31,,36,45,42,41,50,,,37,38,38,50,2,Wibautstraat
13750,20,42,33,28,31,32,27,22,42,47,41,42,45,41,38,50,2,Wibautstraat
13751,19,46,30,48,13,,13,24,12,18,17,,43,27,12,50,5,AnonymousRoadnl15155661
13753,21,26,,,,,27,,,61,29,,,25,28,35,6,Eerste Ringdijkstraat
13754,19,24,,,,,,,,,,,,,,35,6,Pauwenpad
13756,19,10,,,,,12,,,,,,,,,35,6,James Wattstraat
13757,19,16,,,,,31,,,62,34,,,,35,35,6,James Wattstraat
13758,25,35,,,,,,40,,,,,,,13,35,6,James Wattstraat
13759,34,41,43,39,40,29,37,31,38,39,43,44,42,43,40,50,2,Wibautstraat
13761,10,16,,,,,,,,,,,,,,20,7,James Wattstraat
13762,18,3,24,,22,,12,,18,8,8,,47,21,11,50,5,Kamerlingh Onneslaan
13763,36,20,52,47,,32,,41,40,36,38,31,44,,,50,5,Kamerlingh Onneslaan
13765,24,20,,,,,,,,,,,,,,20,7,George Westinghousestraat
13767,14,4,24,,18,,12,,12,12,4,,47,21,10,50,5,Kamerlingh Onneslaan
13768,28,20,,30,19,,24,,26,,27,33,30,,,50,5,Nobelweg
13769,21,32,12,17,18,,12,14,8,29,31,,47,21,10,50,5,Kamerlingh Onneslaan
13772,25,22,21,21,27,,19,,,29,24,29,32,25,,35,6,Eerste Ringdijkstraat
13773,25,19,,24,45,22,26,33,,,,,28,,,35,6,Eerste Ringdijkstraat
13774,35,33,41,17,30,,23,14,39,42,41,,50,29,29,50,5,AnonymousRoadnl15155661
13775,26,20,12,11,19,,7,14,,,10,8,26,,,50,5,Nobelweg
13776,28,32,,,,,37,,,43,30,,,,36,35,6,James Wattstraat
13777,29,31,,,,,,,,,14,,,,24,35,6,James Wattstraat
13778,28,25,,46,25,23,37,,30,26,31,,44,39,16,50,5,Nobelweg
13779,24,17,,,,,,,,,,,,,,20,7,George Westinghousestraat
13783,24,20,34,44,,11,,41,37,14,38,31,21,,,50,5,Kamerlingh Onneslaan
13784,36,45,42,43,37,29,44,37,43,38,42,42,40,49,38,50,2,Wibautstraat
13787,32,38,,46,,37,46,,39,30,59,,49,39,31,50,5,Nobelweg
13789,40,46,48,37,49,39,44,49,44,50,50,45,46,50,44,50,2,Wibautstraat
13790,14,14,,9,6,20,13,20,,,,,31,15,,35,6,Ringdijk
13791,28,27,19,33,27,,26,,27,36,30,29,43,20,,35,6,Ringdijk
13792,36,42,42,46,37,30,45,35,33,35,43,41,40,48,38,50,2,Wibautstraat
13793,39,48,48,37,49,34,44,48,44,51,50,45,44,49,44,50,2,Wibautstraat
13794,36,41,42,46,37,30,45,35,42,35,43,42,41,48,38,50,2,Wibautstraat
13795,21,12,,,,,10,,,,,,,,,20,7,George Westinghousestraat
13797,27,32,,,,,40,,,42,32,,,,39,35,6,James Wattstraat
13798,29,18,,,,,,,,,,,,,,35,6,James Wattstraat
13800,13,39,,4,,31,9,19,15,,,,28,15,,35,6,Ringdijk
13801,37,45,47,35,49,34,44,45,46,50,50,47,44,47,44,50,2,Wibautstraat
13803,21,8,,,,,,,,,,,,,,35,6,Stephensonstraat
13804,24,21,,22,45,18,25,43,,,,,,,,35,6,Eerste Ringdijkstraat
13805,23,24,11,9,5,,23,,,32,32,28,31,20,,35,6,Eerste Ringdijkstraat
13806,35,42,41,47,40,32,44,35,30,35,44,44,41,40,38,50,2,Wibautstraat
13808,92,93,97,96,98,98,97,100,98,100,97,96,100,98,101,100,0,Ringweg-Zuid
13809,14,12,,,,,11,,,2,10,,,,,35,6,James Wattstraat
13812,27,23,,40,30,39,22,,47,34,31,,,,41,50,5,Nobelweg
13814,26,31,12,,35,,43,31,,,17,36,33,40,21,35,6,President Steynstraat
13821,10,23,2,,3,,43,9,8,,6,7,16,6,13,35,6,President Steynstraat
13823,12,12,,,9,,,,,,31,,,,,35,6,James Wattstraat
13824,11,11,11,,,,11,,,,12,,,,20,35,6,James Wattstraat
13825,16,13,,,9,,,,,,,,,,15,35,6,James Wattstraat
13826,16,21,11,,,,19,,,32,12,,,,20,35,6,James Wattstraat
13830,15,20,,41,30,23,8,,31,17,31,,,14,14,50,5,Nobelweg
13831,26,15,,31,23,,44,,36,,45,52,34,,,50,5,Nobelweg
13832,25,4,,,,19,,,,,,,,,,35,6,Transvaalkade
13836,20,37,6,,7,,43,12,,,3,25,16,7,21,35,6,President Steynstraat
13837,41,50,48,35,49,41,43,48,40,46,49,43,48,51,44,50,2,Wibautstraat
13841,21,25,,,,,,,,,,,,,19,35,6,James Wattstraat
13842,21,25,23,,,,30,,,21,22,,,,32,35,6,James Wattstraat
13843,32,20,28,,36,,28,27,31,35,32,,46,37,19,50,5,Kamerlingh Onneslaan
13844,42,58,52,48,,36,,41,45,48,43,50,44,,,50,5,Kamerlingh Onneslaan
13850,20,9,,,,,,,,,,,,,,20,7,George Westinghousestraat
13853,34,25,30,,32,29,43,38,,,32,37,33,41,21,35,6,Afrikanerplein
13856,19,59,61,40,73,73,70,69,69,,,,,50,55,35,6,James Wattstraat
13858,21,36,,57,,,56,74,63,54,,,,,,35,6,James Wattstraat
13860,36,38,15,,27,19,43,44,,,30,39,39,42,28,35,6,Afrikanerplein
13866,26,2,,,,12,,,,,,,,,,35,6,Transvaalkade
13869,12,12,,,,17,,,,,,,,,,35,6,Transvaalkade
13873,20,14,,,,,26,,,,15,,,,,35,6,James Wattstraat
13880,26,16,,,,,22,,,4,17,,,,,35,6,James Wattstraat
13882,33,70,35,45,31,33,,,,,42,,,,35,50,4,AnonymousRoadnl14131204
13883,49,49,61,45,,,40,53,48,,,,,,,80,4,Joan Muyskenweg
13884,39,35,,10,30,42,28,,46,,,,,,42,50,5,Nobelweg
13885,41,40,,,32,42,38,,49,,,,,,49,50,5,Nobelweg
13886,75,71,94,92,82,79,87,74,75,87,78,106,116,79,78,50,0,Nieuwe Utrechtseweg
13888,72,78,30,29,65,94,76,70,79,71,67,78,69,56,92,50,0,Nieuwe Utrechtseweg
13892,97,97,101,102,99,100,105,101,102,98,103,101,99,104,106,100,0,Ringweg-Zuid
13893,98,97,102,101,100,100,104,101,101,100,105,104,99,100,108,100,0,Ringweg-Zuid
13894,94,93,96,98,95,99,102,99,104,111,100,96,103,99,105,100,0,AnonymousRoadnl10131180
13895,93,99,97,96,101,98,95,97,95,98,99,100,100,100,95,100,0,Ringweg-Zuid
13898,95,94,98,99,99,99,103,101,102,100,102,100,100,98,105,100,0,Ringweg-Zuid
13899,94,99,98,97,101,98,96,98,98,98,101,100,97,101,97,100,0,Ringweg-Zuid
13901,44,94,97,98,99,100,104,102,101,100,102,101,100,98,104,60,6,Holendrechterweg
13944,58,59,58,43,58,54,48,78,57,66,59,,69,60,62,50,4,Tafelbergweg
13945,51,60,58,58,60,,,60,59,78,,59,52,58,,50,4,Tafelbergweg
13946,47,56,51,57,55,51,39,59,55,78,,60,52,54,,50,4,Tafelbergweg
13912,20,19,11,16,,,,41,46,27,,,,18,,50,4,Abcouderstraatweg
13913,52,58,56,67,55,66,64,55,66,73,,60,53,52,44,50,4,Tafelbergweg
13914,46,41,49,28,55,49,48,47,55,54,59,,67,40,60,50,4,Tafelbergweg
13915,51,58,59,63,53,69,63,48,68,64,,60,51,53,58,50,4,Tafelbergweg
13918,54,52,56,53,55,53,48,,55,54,59,,64,,61,50,4,Tafelbergweg
13919,54,54,58,54,56,50,57,,56,61,60,,65,,61,50,4,Tafelbergweg
13920,51,62,61,62,51,71,63,48,66,61,,59,51,54,59,50,4,Tafelbergweg
13923,52,56,57,62,49,74,60,47,66,57,,58,51,54,58,50,4,Tafelbergweg
13932,53,54,58,56,55,49,57,,55,63,61,,65,,61,50,4,Tafelbergweg
13933,56,65,65,46,78,79,66,61,81,,,,,57,54,50,4,Abcouderstraatweg
13934,57,58,74,55,,,62,78,64,54,,,,,,50,4,Abcouderstraatweg
13935,52,62,66,50,,,53,63,49,47,,,,,,50,4,Abcouderstraatweg
13936,54,55,54,38,67,75,60,53,79,,,,,56,51,50,4,Abcouderstraatweg
13937,55,58,60,61,53,,,65,64,78,,61,60,61,,50,4,Tafelbergweg
13938,57,56,56,49,56,54,48,79,56,57,63,,63,58,73,50,4,Tafelbergweg
13939,60,58,59,50,58,53,48,78,59,66,64,,68,60,76,50,4,Tafelbergweg
13940,53,60,59,61,57,,,66,63,78,,67,61,61,,50,4,Tafelbergweg
13941,46,43,53,37,,,34,60,36,35,,,,,,50,4,Abcouderstraatweg
13942,27,22,34,21,42,42,10,30,46,32,,,,33,42,50,4,Abcouderstraatweg
13943,53,60,58,62,59,,,64,61,78,,66,61,58,,50,4,Tafelbergweg
13949,54,56,53,41,55,54,48,78,58,61,57,,69,56,59,50,4,Tafelbergweg
13950,37,41,37,40,,44,,,54,,,,,,,20,7,
13952,42,46,51,36,,50,,,4,,,,,,,20,7,Meibergdreef
13954,36,41,42,40,,43,,,54,,,,,,,20,7,
13963,40,53,52,60,50,,,,,,,,61,,,60,6,Rondehoep Oost
13980,53,53,57,56,55,51,54,,54,66,62,,65,,60,50,4,Tafelbergweg
14001,10,9,11,,,,,,13,,,,,,,30,4,Amstelzijde
14007,54,51,59,65,56,40,60,56,,65,62,54,27,41,57,50,3,Oranjebaan
14008,30,31,35,28,,17,,51,39,17,48,33,27,32,14,50,3,Oranjebaan
14009,49,45,50,58,55,47,52,45,,58,56,53,27,38,60,50,3,Oranjebaan
14055,20,18,,,,17,,14,,,,24,,,,30,4,Dorpsstraat
14061,40,28,16,,,,,,28,,,,,,,50,6,Holendrechterzijweg
14066,51,27,,,22,18,,,,,,,,36,,60,7,Amstelweg
14067,39,10,4,8,,18,,54,59,51,51,49,59,65,36,50,3,Oranjebaan
14068,14,8,8,7,,14,,52,50,16,53,27,28,12,43,50,3,Oranjebaan
14071,30,22,,,14,19,,,,,,,,29,,50,4,Amstelslag
14077,25,24,,,,24,12,,,,,20,,,,30,5,Korendragerstraat
14080,32,16,39,,,,,,38,45,,,,,,30,4,Amsteldijk Zuid
14087,31,30,31,34,24,31,29,31,,30,41,58,,,42,50,3,Burgemeester Stramanweg
14092,29,30,31,34,30,31,27,39,,16,41,33,,,31,50,3,Burgemeester Stramanweg
14097,59,65,70,69,,72,,48,58,69,55,58,69,69,,50,3,Burgemeester Stramanweg
14098,49,51,50,51,,60,,38,43,52,47,49,53,49,,50,3,Burgemeester Stramanweg
14103,21,6,17,33,37,41,25,49,,46,67,51,,,41,50,3,Burgemeester Stramanweg
14104,66,64,65,75,71,56,73,64,,59,76,70,93,,75,80,3,Burgemeester Stramanweg
14105,65,65,71,67,,89,,54,59,81,61,67,72,74,,80,3,Burgemeester Stramanweg
14116,36,42,34,36,,15,,40,37,52,45,45,40,32,,50,3,Burgemeester Stramanweg
14117,34,29,24,45,38,44,40,28,,46,43,58,,,45,50,3,Burgemeester Stramanweg
14130,42,50,39,51,,17,,40,43,52,47,49,53,41,,50,3,Burgemeester Stramanweg
14134,33,30,22,35,38,41,40,29,,46,41,58,,,42,50,3,Burgemeester Stramanweg
14135,38,51,30,42,,17,,40,43,52,47,49,46,32,,50,3,Burgemeester Stramanweg
14136,27,1,4,,,,,,,,,,,,31,30,4,Amsteldijk Noord
14138,23,14,12,,,,,,24,,,,,,,30,4,Amstelzijde
14145,33,34,27,32,,17,,50,37,52,47,36,39,33,9,50,3,Oranjebaan
14146,43,44,40,58,44,43,48,33,,58,56,50,,6,51,50,3,Oranjebaan
14154,35,28,27,56,38,43,42,32,,57,43,51,,,47,50,3,Oranjebaan
14155,35,40,36,35,,14,,40,37,52,45,39,40,32,,50,3,Oranjebaan
14164,39,36,34,58,38,44,48,33,,58,43,50,,,47,50,3,Oranjebaan
14165,35,40,35,33,,14,,40,37,52,45,39,40,32,,50,3,Oranjebaan
14166,47,40,41,39,46,78,55,58,,58,,51,87,,73,80,3,Burgemeester Stramanweg
14181,37,22,,21,37,,,50,,35,,,,,,35,6,Kruislaan
14183,42,27,,21,104,,,51,,47,,,,,,35,6,Kruislaan
14216,34,44,,,,38,39,47,42,33,46,26,,33,36,50,4,Galileïplantsoen
14265,54,49,,,56,,,51,47,,,,62,56,,60,4,Amsteldijk Noord
14266,50,57,74,,,,,,,,,,,,57,60,4,Amsteldijk Noord
14320,42,23,,,,21,,,,,,,,,20,50,5,Wageningendreef
14271,47,53,,,47,,,47,47,,,,52,45,,60,4,Amsteldijk Noord
14278,53,59,,,57,,,51,44,,,,55,54,,60,4,Amsteldijk Noord
14279,24,18,,,,,,,,,,,,,,50,6,Oostermeerweg
14283,21,17,,,,,,,,,,,,,,50,6,Oostermeerweg
14287,24,17,,,,,,,,,,,,,,50,6,Oostermeerweg
14299,20,17,,,,,,,,,,,,,,35,6,Galileïplantsoen
14303,22,23,,,,,,,,,,,,,,35,6,Mr. P.N. Arntzeniusweg
14316,22,20,,,,,,,,,,,,,,35,6,Archimedesplantsoen
14319,23,51,50,47,56,,,18,,,,,,,,35,6,Galileïplantsoen
14323,41,51,,,,46,41,42,34,33,,52,,,33,50,4,Galileïplantsoen
14325,41,49,,,,47,41,31,47,33,,52,,,30,50,4,Galileïplantsoen
14340,18,26,,,,22,,,,,,,,,20,35,6,Wethouder in 't Veldstraat
14344,14,51,,,,45,39,43,35,33,,52,,,36,35,6,Wethouder in 't Veldstraat
14346,7,64,52,54,57,,,46,,,,,,,,35,6,Archimedeslaan
14348,44,49,51,52,,44,,,48,45,,,,,,50,5,Wageningendreef
14351,48,53,52,56,,32,23,,55,55,,,,,,50,5,Wageningendreef
14352,54,60,52,60,58,,,43,,,,,,,,50,5,Wageningendreef
14353,53,60,52,61,59,,,43,,,,,,,,50,5,Wageningendreef
14354,52,54,55,57,,47,57,,55,55,,,,,,50,5,Wageningendreef
14355,50,53,56,57,,50,57,,55,55,,,,,,50,5,Wageningendreef
14356,49,57,42,56,57,,,32,,,,,,,,50,5,Wageningendreef
14447,23,49,61,59,,67,,,37,70,,,,,,35,6,Johannes van der Waalsstraat
14453,23,58,49,44,50,,,47,,36,,,,,47,20,7,Voltaplein
14467,32,35,,52,,28,,,,45,45,,,,36,50,4,Jacob van Ruisdaelweg
14468,33,4,9,24,42,,42,59,56,53,,53,15,42,,50,4,Jacob van Ruisdaelweg
14491,14,48,54,47,70,,,,,59,58,35,58,30,46,30,6,Reijgershof
14512,42,10,8,36,42,,41,59,56,57,,51,42,46,,50,5,Meibergdreef
14518,28,14,10,38,42,,41,59,57,58,,51,43,50,,30,5,Koningin Wilhelminalaan
14519,43,24,,,,,31,,,,,,,,,50,5,Meibergdreef
14527,26,34,,52,,35,,19,,25,26,,,,28,50,4,Sluisplein
14531,33,41,,52,,30,,,,48,50,,,,41,50,4,Jacob van Ruisdaelweg
14540,21,39,26,32,55,,46,57,62,60,,51,49,43,,30,6,Koningin Emmalaan
14547,43,25,,,,,,,,,,,,,,50,5,Meibergdreef
14560,42,21,8,29,49,,42,,56,,46,49,40,45,46,50,5,Meibergdreef
14569,37,32,39,27,,19,,62,52,36,41,76,40,68,,80,3,Burgemeester Stramanweg
14570,50,35,27,25,54,,61,53,63,53,,51,55,56,,50,5,Meibergdreef
14571,25,22,26,,,,28,35,,,,,25,,,50,4,Jacob van Ruisdaelweg
14572,49,38,27,27,52,,61,54,62,56,,51,55,56,,50,5,Meibergdreef
14573,56,65,52,59,55,74,71,51,,58,56,58,84,,74,80,3,Burgemeester Stramanweg
14575,1,2,,,9,28,,,,40,8,,,,,20,7,Opheusdenhof
14580,27,22,39,,,,27,34,,,,,40,,,50,4,Jacob van Ruisdaelweg
14585,3,32,,52,22,22,,,20,28,20,30,,,27,20,7,Opheusdenhof
14586,49,16,27,27,56,,65,54,63,51,,53,57,58,,50,5,Meibergdreef
14590,24,6,,52,18,27,,,27,32,15,32,,,26,20,7,Opheusdenhof
14614,32,18,,52,,38,,,20,35,38,35,,,30,20,7,Opheusdenhof
14626,37,16,19,50,,24,,,,,,,,,,30,6,Aart van der Neerweg
14628,24,15,18,,,13,,,,,,13,,,,50,4,AnonymousRoadnl14132632
14629,13,26,31,,,,34,21,,,,,19,,,20,7,
14637,28,19,,52,25,33,,,20,33,34,35,,,30,50,4,AnonymousRoadnl14132632
14648,39,24,52,28,,36,,58,51,44,53,76,58,70,,80,3,Burgemeester Stramanweg
14649,36,31,28,,,,43,,,,,,,,,50,5,Koningin Wilhelminalaan
14659,30,26,13,10,19,74,21,15,,58,,38,78,,75,80,3,Burgemeester Stramanweg
14660,30,44,13,14,20,73,21,16,,47,8,38,78,,75,80,3,Burgemeester Stramanweg
14663,58,54,54,56,,54,,59,66,65,54,71,,60,59,80,3,Burgemeester Stramanweg
14664,40,44,18,49,43,73,69,40,,47,19,41,78,,75,80,3,Burgemeester Stramanweg
14665,21,10,,,,,8,,,,,,,,,50,4,Jacob van Ruisdaelweg
14666,44,44,42,38,,24,,62,52,36,41,76,,66,,80,3,Burgemeester Stramanweg
14667,12,44,,,9,28,,,,47,8,,,,,50,4,Jacob van Ruisdaelweg
14670,41,37,42,37,,19,,62,52,36,41,76,,66,,80,3,Burgemeester Stramanweg
14672,26,37,,,,,,,,,,,,,,50,6,Oostermeerweg
14673,37,36,,,30,,,38,37,,,,43,31,,30,4,Amsteldijk Noord
14682,36,35,35,19,31,27,23,,20,37,,45,26,,,50,5,Middenweg
14684,39,41,40,19,29,41,23,,30,37,,46,26,,,50,5,Middenweg
14693,27,8,34,25,12,31,34,34,,,6,,10,20,20,50,4,Hugo de Vrieslaan
14694,18,28,,,25,30,29,29,25,32,6,22,26,8,31,50,4,Hugo de Vrieslaan
14695,44,11,50,,40,,47,49,57,43,28,,46,45,,50,5,Kamerlingh Onneslaan
14696,46,62,51,31,,41,,41,46,54,34,56,48,,,50,5,Kamerlingh Onneslaan
