id,segment id,length,frc,speedlimit,streetname,geom,msbase,ms1500,ms1515,ms1530,ms1545,ms1600,ms1615,ms1630,ms1645,ms1700,ms1715,ms1730,ms1745,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,base_hits
6517,-15280049299558,35.66,2,70,Gooiseweg,,71.00,80.00,73.00,68.00,68.00,66.00,76.00,69.00,68.00,67.00,71.00,75.00,68.00,66.00,72.00,69.00,79.00,72.00,71.00,77.00,74.00,77.00,74.00,83.00,108.00,66.00,68,315
6524,15280000285429,24.70,2,70,Gooiseweg,,70.00,70.00,78.00,72.00,73.00,76.00,69.00,75.00,72.00,72.00,72.00,72.00,75.00,72.00,72.00,78.00,67.00,86.00,78.00,76.00,75.00,79.00,91.00,83.00,80.00,72.00,,309
6549,15280049534374,112.57,3,70,AnonymousRoadnl13155207,,62.00,59.00,61.00,57.00,58.00,7.00,16.00,55.00,53.00,30.00,33.00,64.00,59.00,58.00,61.00,60.00,73.00,53.00,63.00,66.00,65.00,68.00,,64.00,107.00,61.00,,96
6554,-15280002141805,195.55,4,50,Bijlmerdreef,,35.00,43.00,35.00,,29.00,22.00,38.00,36.00,35.00,26.00,37.00,,30.00,33.00,26.00,32.00,43.00,27.00,,24.00,,50.00,,41.00,44.00,,53,47
6571,15280049534375,147.32,3,50,AnonymousRoadnl13155207,,36.00,7.00,16.00,16.00,28.00,6.00,6.00,7.00,10.00,8.00,15.00,27.00,25.00,31.00,31.00,37.00,48.00,30.00,30.00,37.00,36.00,32.00,,51.00,63.00,33.00,,96
6575,15280002141806,184.02,4,50,Bijlmerdreef,,34.00,34.00,29.00,23.00,22.00,25.00,10.00,15.00,,13.00,31.00,21.00,,22.00,,25.00,30.00,29.00,21.00,,,26.00,41.00,45.00,36.00,,25,78
6586,-15280001321400,43.55,2,70,Gooiseweg,,72.00,81.00,69.00,74.00,75.00,79.00,74.00,72.00,72.00,73.00,70.00,76.00,78.00,74.00,70.00,78.00,71.00,71.00,72.00,94.00,74.00,79.00,77.00,98.00,65.00,66.00,71,218
6587,15280002141807,36.36,4,50,Bijlmerdreef,,21.00,20.00,15.00,14.00,22.00,17.00,10.00,21.00,,13.00,16.00,32.00,,9.00,,10.00,13.00,19.00,16.00,,,20.00,24.00,34.00,19.00,39.00,8,80
6597,15280049299560,203.44,2,70,Gooiseweg,,72.00,70.00,73.00,77.00,75.00,100.00,70.00,78.00,74.00,73.00,73.00,76.00,75.00,73.00,72.00,77.00,66.00,80.00,80.00,75.00,76.00,80.00,93.00,82.00,80.00,75.00,,209
6598,15280049470717,246.48,3,70,AnonymousRoadnl13155217,,55.00,55.00,62.00,50.00,48.00,64.00,53.00,50.00,,65.00,60.00,63.00,53.00,52.00,57.00,67.00,54.00,57.00,49.00,69.00,,56.00,48.00,71.00,66.00,53.00,52,98
6601,15280049470719,11.76,3,50,AnonymousRoadnl13155217,,37.00,31.00,42.00,31.00,34.00,34.00,30.00,39.00,,65.00,38.00,34.00,32.00,30.00,34.00,54.00,38.00,43.00,51.00,55.00,,34.00,29.00,50.00,58.00,30.00,31,98
6602,-15280001457903,7.81,3,60,Bijlmerdreef,,21.00,18.00,14.00,21.00,,15.00,21.00,18.00,,16.00,23.00,19.00,25.00,21.00,17.00,17.00,26.00,21.00,13.00,19.00,16.00,,22.00,26.00,15.00,21.00,33,86
6603,-15280002140786,35.53,4,50,Bijlmerdreef,,30.00,29.00,30.00,,27.00,29.00,23.00,30.00,12.00,31.00,33.00,14.00,25.00,22.00,25.00,32.00,21.00,38.00,25.00,30.00,,18.00,,30.00,34.00,30.00,32,56
6604,-15280001458204,12.69,3,60,Bijlmerdreef,,21.00,18.00,19.00,23.00,20.00,17.00,21.00,18.00,,13.00,21.00,21.00,23.00,21.00,20.00,17.00,19.00,16.00,21.00,19.00,19.00,23.00,21.00,30.00,17.00,21.00,31,166
6605,15280000290251,57.26,2,70,Gooiseweg,,72.00,70.00,73.00,77.00,76.00,100.00,70.00,74.00,74.00,75.00,74.00,76.00,73.00,74.00,70.00,76.00,64.00,80.00,79.00,76.00,77.00,80.00,91.00,82.00,78.00,75.00,,207
6610,-15280001162102,29.69,2,70,Gooiseweg,,71.00,81.00,69.00,74.00,69.00,79.00,73.00,72.00,72.00,72.00,70.00,75.00,78.00,74.00,70.00,77.00,72.00,71.00,72.00,94.00,74.00,81.00,78.00,99.00,68.00,65.00,70,218
6611,15280001457892,14.49,3,50,Bijlmerdreef,,28.00,25.00,27.00,29.00,,25.00,29.00,41.00,,30.00,29.00,28.00,13.00,,28.00,28.00,32.00,27.00,28.00,,25.00,27.00,29.00,,27.00,,,68
6612,-15280002140785,183.75,4,50,Bijlmerdreef,,30.00,37.00,33.00,,18.00,26.00,19.00,39.00,9.00,15.00,27.00,,31.00,27.00,25.00,23.00,17.00,43.00,24.00,41.00,,39.00,,37.00,46.00,32.00,50,55
6614,15280049470718,30.28,3,50,AnonymousRoadnl13155217,,27.00,26.00,26.00,26.00,22.00,34.00,25.00,39.00,,38.00,38.00,27.00,31.00,29.00,29.00,54.00,38.00,24.00,29.00,32.00,,34.00,28.00,50.00,54.00,26.00,31,98
6617,-15280001458203,17.80,3,60,Bijlmerdreef,,26.00,25.00,27.00,29.00,,25.00,22.00,22.00,,23.00,22.00,25.00,6.00,,21.00,24.00,23.00,19.00,23.00,,25.00,26.00,23.00,,27.00,,,68
6618,15280000285446,18.03,3,50,AnonymousRoadnl13155217,,21.00,20.00,20.00,23.00,12.00,15.00,21.00,39.00,,13.00,37.00,14.00,24.00,25.00,24.00,20.00,38.00,18.00,25.00,19.00,,29.00,21.00,30.00,19.00,20.00,31,98
6623,-15280002508941,5.65,3,50,Bijlmerdreef,,28.00,24.00,26.00,25.00,27.00,23.00,30.00,37.00,21.00,25.00,26.00,28.00,31.00,25.00,29.00,27.00,27.00,27.00,22.00,25.00,,,32.00,27.00,28.00,30.00,42,100
6624,-15280001457899,25.07,3,50,Bijlmerdreef,,28.00,25.00,26.00,26.00,27.00,23.00,30.00,37.00,21.00,25.00,24.00,28.00,31.00,25.00,29.00,27.00,29.00,27.00,22.00,25.00,,,32.00,27.00,28.00,29.00,40,100
6625,-15280001458264,21.14,2,70,Gooiseweg,,72.00,81.00,69.00,74.00,69.00,80.00,73.00,72.00,71.00,72.00,70.00,75.00,78.00,74.00,70.00,77.00,73.00,71.00,72.00,93.00,75.00,83.00,78.00,100.00,68.00,68.00,70,218
6626,-15280049807640,15.30,3,50,AnonymousRoadnl13155157,,17.00,13.00,14.00,,29.00,21.00,7.00,8.00,,13.00,37.00,4.00,8.00,,9.00,7.00,16.00,,5.00,,16.00,8.00,16.00,,13.00,14.00,16,43
6629,15280001922689,18.09,2,70,Gooiseweg,,72.00,71.00,73.00,75.00,73.00,100.00,68.00,75.00,74.00,76.00,74.00,76.00,73.00,74.00,71.00,76.00,64.00,81.00,80.00,77.00,77.00,82.00,91.00,82.00,78.00,75.00,,206
6630,-15280002736564,6.12,3,50,Bijlmerdreef,,27.00,24.00,28.00,25.00,26.00,27.00,29.00,37.00,20.00,27.00,26.00,26.00,31.00,25.00,26.00,27.00,27.00,25.00,21.00,26.00,,,32.00,27.00,29.00,31.00,41,100
6631,-15280002508942,5.51,3,50,Bijlmerdreef,,28.00,24.00,26.00,25.00,26.00,25.00,30.00,37.00,20.00,26.00,26.00,27.00,31.00,25.00,28.00,27.00,27.00,27.00,21.00,26.00,,,32.00,27.00,29.00,31.00,41,100
6633,15280002736527,11.28,3,50,AnonymousRoadnl13155207,,18.00,20.00,18.00,14.00,15.00,13.00,21.00,9.00,15.00,12.00,15.00,5.00,11.00,11.00,36.00,24.00,26.00,7.00,21.00,9.00,11.00,24.00,,33.00,41.00,12.00,,96
6636,-15280001458233,16.87,3,60,Bijlmerdreef,,27.00,25.00,25.00,23.00,27.00,23.00,28.00,37.00,22.00,30.00,27.00,22.00,27.00,25.00,25.00,28.00,38.00,24.00,22.00,25.00,,,30.00,26.00,28.00,27.00,33,100
6639,15280001162087,9.76,3,50,Bijlmerdreef,,29.00,28.00,31.00,33.00,,25.00,31.00,41.00,,30.00,29.00,29.00,35.00,,28.00,28.00,32.00,27.00,28.00,,25.00,33.00,32.00,,30.00,,,68
6641,-15280001458232,14.60,3,60,Bijlmerdreef,,24.00,16.00,14.00,21.00,27.00,20.00,21.00,24.00,22.00,17.00,30.00,19.00,20.00,24.00,23.00,27.00,18.00,22.00,11.00,24.00,16.00,7.00,22.00,26.00,28.00,18.00,16,143
6642,15280002736528,16.35,3,60,Bijlmerdreef,,26.00,22.00,27.00,21.00,18.00,22.00,29.00,29.00,19.00,25.00,21.00,26.00,13.00,18.00,26.00,30.00,29.00,25.00,28.00,13.00,16.00,24.00,28.00,33.00,33.00,16.00,,163
6644,-15280002736542,17.15,3,60,Bijlmerdreef,,28.00,26.00,29.00,34.00,,33.00,31.00,34.00,,28.00,29.00,28.00,31.00,,25.00,25.00,28.00,25.00,27.00,,29.00,33.00,30.00,,31.00,,,68
6647,15280000290250,30.02,2,70,Gooiseweg,,71.00,71.00,73.00,75.00,72.00,100.00,68.00,74.00,74.00,76.00,75.00,76.00,73.00,74.00,70.00,76.00,64.00,81.00,79.00,77.00,77.00,81.00,91.00,82.00,79.00,75.00,,206
6650,15280002736540,15.96,3,50,Bijlmerdreef,,29.00,28.00,29.00,34.00,,33.00,30.00,41.00,,28.00,29.00,29.00,35.00,,26.00,26.00,30.00,26.00,27.00,,25.00,33.00,32.00,,31.00,,,68
6652,15280002800632,199.29,3,70,AnonymousRoadnl13155192,,45.00,42.00,48.00,42.00,70.00,,39.00,,,49.00,,,49.00,60.00,,,,44.00,,,,25.00,43.00,,53.00,,41,42
6659,15280002736555,21.18,3,60,Bijlmerdreef,,25.00,22.00,28.00,26.00,26.00,23.00,25.00,23.00,15.00,16.00,21.00,22.00,19.00,20.00,20.00,21.00,27.00,22.00,21.00,29.00,,31.00,31.00,28.00,30.00,27.00,20,142
6662,15280002736566,11.82,3,60,Bijlmerdreef,,26.00,24.00,28.00,25.00,26.00,26.00,29.00,37.00,20.00,27.00,26.00,26.00,27.00,22.00,26.00,27.00,27.00,25.00,21.00,29.00,,,32.00,28.00,30.00,28.00,41,100
6663,-15280049871061,65.69,3,50,Bijlmerdreef,,33.00,33.00,30.00,33.00,31.00,27.00,33.00,32.00,38.00,32.00,28.00,34.00,30.00,50.00,33.00,39.00,37.00,29.00,39.00,29.00,36.00,41.00,34.00,33.00,35.00,24.00,,125
6670,-15280002800631,184.91,2,70,Gooiseweg,,71.00,73.00,74.00,72.00,69.00,82.00,72.00,71.00,70.00,73.00,69.00,74.00,73.00,74.00,73.00,78.00,73.00,72.00,70.00,88.00,74.00,81.00,78.00,100.00,66.00,68.00,68,218
6673,15280002736526,8.71,4,45,Bijlmerdreef,,26.00,22.00,28.00,24.00,23.00,28.00,,,20.00,26.00,27.00,20.00,13.00,11.00,,25.00,,22.00,,19.00,,26.00,26.00,19.00,,,,38
6680,-15280049871060,21.76,3,50,Bijlmerdreef,,39.00,43.00,36.00,39.00,40.00,21.00,37.00,35.00,38.00,36.00,33.00,39.00,41.00,51.00,39.00,49.00,44.00,44.00,41.00,38.00,41.00,49.00,42.00,33.00,41.00,40.00,,112
6681,15280049871064,27.76,3,50,Bijlmerdreef,,34.00,18.00,40.00,34.00,34.00,28.00,13.00,48.00,12.00,13.00,13.00,9.00,12.00,13.00,33.00,16.00,41.00,31.00,33.00,44.00,,,36.00,26.00,44.00,38.00,42,104
6683,-15280049807641,63.02,3,50,AnonymousRoadnl13155157,,30.00,19.00,30.00,,29.00,32.00,35.00,31.00,,29.00,37.00,15.00,35.00,,33.00,31.00,30.00,22.00,12.00,,9.00,34.00,29.00,,37.00,37.00,36,44
6694,-15280002736523,37.91,3,50,Bijlmerdreef,,24.00,15.00,23.00,25.00,23.00,10.00,16.00,26.00,5.00,14.00,13.00,10.00,10.00,14.00,14.00,12.00,13.00,28.00,28.00,29.00,,,22.00,26.00,36.00,33.00,26,104
6712,-15280002533080,12.73,3,50,Bijlmerdreef,,42.00,42.00,36.00,42.00,41.00,29.00,46.00,35.00,49.00,37.00,35.00,35.00,43.00,51.00,43.00,50.00,44.00,44.00,42.00,44.00,44.00,47.00,45.00,42.00,47.00,41.00,,112
6719,-15280002627184,56.73,3,50,Bijlmerdreef,,42.00,43.00,36.00,42.00,41.00,18.00,42.00,31.00,46.00,39.00,36.00,37.00,39.00,50.00,43.00,50.00,44.00,44.00,44.00,44.00,44.00,48.00,43.00,41.00,48.00,40.00,,112
6722,15280049871063,24.78,3,50,Bijlmerdreef,,40.00,30.00,42.00,45.00,42.00,30.00,26.00,48.00,26.00,13.00,24.00,9.00,45.00,30.00,37.00,9.00,41.00,35.00,33.00,54.00,,,40.00,39.00,44.00,46.00,43,102
6726,-15280002627906,64.15,3,50,Bijlmerdreef,,43.00,40.00,36.00,43.00,44.00,32.00,46.00,38.00,49.00,34.00,30.00,39.00,44.00,50.00,42.00,49.00,47.00,44.00,43.00,42.00,44.00,49.00,41.00,41.00,46.00,42.00,,108
6730,15280002627180,66.81,3,50,Bijlmerdreef,,44.00,34.00,46.00,46.00,41.00,30.00,34.00,48.00,31.00,13.00,39.00,9.00,48.00,42.00,44.00,14.00,41.00,46.00,44.00,54.00,,,43.00,52.00,49.00,33.00,48,102
6746,15280001922688,81.84,2,70,Gooiseweg,,71.00,71.00,73.00,75.00,73.00,95.00,69.00,75.00,74.00,75.00,74.00,76.00,75.00,75.00,72.00,75.00,67.00,81.00,79.00,76.00,75.00,82.00,89.00,83.00,78.00,74.00,,206
6748,15280002627908,64.51,3,50,Bijlmerdreef,,45.00,41.00,49.00,41.00,41.00,30.00,43.00,50.00,35.00,13.00,35.00,10.00,50.00,42.00,45.00,29.00,45.00,47.00,47.00,54.00,26.00,,44.00,52.00,49.00,31.00,59,100
6766,-15280002627905,23.02,3,50,Bijlmerdreef,,42.00,32.00,35.00,46.00,42.00,34.00,46.00,43.00,41.00,34.00,32.00,36.00,43.00,47.00,41.00,46.00,47.00,44.00,40.00,43.00,42.00,50.00,35.00,38.00,46.00,42.00,,107
6783,15280002627907,22.06,3,50,Bijlmerdreef,,46.00,42.00,54.00,35.00,44.00,34.00,43.00,50.00,39.00,13.00,36.00,10.00,49.00,42.00,47.00,34.00,45.00,50.00,47.00,54.00,49.00,,43.00,52.00,54.00,31.00,70,98
6795,-15280049470712,91.89,3,50,AnonymousRoadnl13155157,,40.00,32.00,44.00,,49.00,40.00,44.00,45.00,30.00,45.00,3.00,38.00,34.00,,38.00,36.00,46.00,34.00,36.00,,37.00,42.00,36.00,,40.00,43.00,45,45
6798,-15280002272811,36.64,3,50,Bijlmerdreef,,41.00,14.00,31.00,39.00,42.00,22.00,43.00,46.00,29.00,36.00,55.00,35.00,43.00,47.00,44.00,47.00,47.00,44.00,40.00,50.00,42.00,50.00,17.00,22.00,46.00,20.00,,104
17565,-15280001669511,115.32,4,50,Churchill-Laan,,38.00,38.00,41.00,,39.00,40.00,,37.00,28.00,,31.00,38.00,31.00,,44.00,42.00,48.00,34.00,,,49.00,,45.00,,35.00,51.00,54,75
6945,15280000286303,14.58,4,50,Loosdrechtdreef,,28.00,3.00,34.00,37.00,24.00,31.00,30.00,40.00,38.00,30.00,28.00,25.00,35.00,29.00,31.00,9.00,23.00,38.00,35.00,9.00,51.00,48.00,33.00,9.00,19.00,,49,117
6814,15280002272814,36.99,3,50,Bijlmerdreef,,45.00,42.00,54.00,29.00,46.00,42.00,43.00,50.00,43.00,13.00,37.00,10.00,50.00,43.00,47.00,36.00,44.00,50.00,46.00,54.00,49.00,,44.00,52.00,54.00,31.00,70,97
6815,15280002269451,5.84,4,30,Tureluurweg,,15.00,23.00,,,,,,,,23.00,,,,25.00,,,9.00,,,,,17.00,,,,,,13
6825,-15280002272810,188.86,3,50,Bijlmerdreef,,30.00,22.00,34.00,14.00,35.00,22.00,17.00,20.00,25.00,37.00,61.00,28.00,18.00,15.00,30.00,26.00,33.00,22.00,22.00,33.00,33.00,36.00,,,37.00,,,90
6829,-15280049470713,70.17,3,70,AnonymousRoadnl13155157,,46.00,40.00,49.00,,65.00,42.00,45.00,53.00,30.00,56.00,27.00,42.00,39.00,,44.00,49.00,53.00,42.00,37.00,,35.00,37.00,31.00,,42.00,48.00,38,46
6832,15280049286354,11.18,2,70,Gooiseweg,,72.00,70.00,72.00,81.00,77.00,93.00,70.00,76.00,74.00,74.00,77.00,77.00,74.00,74.00,71.00,73.00,68.00,84.00,79.00,76.00,78.00,84.00,87.00,83.00,78.00,74.00,,205
6835,-15280002800630,26.90,2,70,Gooiseweg,,70.00,73.00,75.00,65.00,69.00,83.00,69.00,70.00,69.00,73.00,69.00,73.00,73.00,70.00,74.00,79.00,74.00,70.00,69.00,86.00,73.00,78.00,76.00,100.00,72.00,69.00,65,259
6838,15280049807636,18.39,2,70,Gooiseweg,,72.00,70.00,72.00,82.00,77.00,93.00,70.00,76.00,74.00,72.00,76.00,77.00,74.00,74.00,71.00,72.00,68.00,84.00,79.00,76.00,78.00,83.00,87.00,83.00,79.00,74.00,,205
6852,15280049807637,103.16,2,70,Gooiseweg,,72.00,70.00,74.00,79.00,75.00,93.00,69.00,76.00,74.00,73.00,75.00,76.00,73.00,75.00,72.00,77.00,67.00,82.00,79.00,76.00,77.00,81.00,88.00,83.00,79.00,73.00,,208
6859,-15280001824875,15.60,2,70,Gooiseweg,,70.00,73.00,76.00,65.00,70.00,83.00,69.00,70.00,69.00,72.00,69.00,73.00,73.00,71.00,73.00,79.00,74.00,70.00,69.00,86.00,73.00,75.00,76.00,100.00,73.00,69.00,65,259
6868,15280001824914,16.69,2,70,Gooiseweg,,72.00,70.00,72.00,82.00,77.00,93.00,70.00,76.00,74.00,74.00,78.00,77.00,74.00,74.00,71.00,73.00,68.00,84.00,79.00,76.00,78.00,83.00,87.00,83.00,79.00,74.00,,204
6871,15280049807635,17.07,3,70,AnonymousRoadnl13155157,,54.00,65.00,62.00,,70.00,51.00,50.00,57.00,50.00,64.00,37.00,55.00,45.00,,56.00,70.00,68.00,47.00,60.00,,44.00,44.00,40.00,,57.00,79.00,56,46
6874,-15280051029518,20.05,2,70,Gooiseweg,,70.00,73.00,76.00,70.00,71.00,74.00,68.00,70.00,69.00,70.00,69.00,73.00,73.00,71.00,73.00,79.00,74.00,69.00,69.00,86.00,73.00,74.00,76.00,100.00,74.00,69.00,58,259
6877,15280049807632,6.81,3,70,AnonymousRoadnl13155157,,55.00,65.00,62.00,,70.00,51.00,51.00,57.00,51.00,65.00,37.00,55.00,47.00,,56.00,70.00,68.00,47.00,65.00,,44.00,44.00,40.00,,57.00,80.00,56,46
6882,15280001824913,6.60,2,70,Gooiseweg,,72.00,70.00,72.00,82.00,77.00,93.00,70.00,76.00,74.00,74.00,78.00,77.00,74.00,74.00,71.00,73.00,69.00,84.00,80.00,75.00,78.00,84.00,88.00,83.00,79.00,74.00,,204
6893,15280051029514,12.11,2,70,Gooiseweg,,72.00,70.00,72.00,81.00,77.00,93.00,69.00,76.00,74.00,74.00,78.00,77.00,73.00,74.00,71.00,73.00,76.00,84.00,80.00,75.00,78.00,84.00,88.00,83.00,79.00,74.00,,204
6896,15280051029516,11.85,3,70,AnonymousRoadnl13155157,,57.00,65.00,62.00,,70.00,51.00,61.00,64.00,50.00,65.00,37.00,55.00,64.00,,56.00,70.00,68.00,56.00,65.00,,44.00,44.00,57.00,,57.00,79.00,55,46
6903,-15280051029517,26.56,2,70,Gooiseweg,,70.00,73.00,76.00,70.00,71.00,74.00,67.00,69.00,69.00,70.00,69.00,72.00,72.00,69.00,73.00,79.00,72.00,73.00,69.00,86.00,73.00,72.00,76.00,98.00,74.00,70.00,61,259
6906,15280051029513,24.19,2,70,Gooiseweg,,72.00,70.00,73.00,83.00,77.00,93.00,69.00,75.00,74.00,74.00,78.00,76.00,74.00,74.00,71.00,73.00,77.00,85.00,80.00,75.00,78.00,83.00,87.00,85.00,78.00,74.00,,204
6907,15280051029515,24.68,3,70,AnonymousRoadnl13155157,,62.00,65.00,62.00,,78.00,65.00,73.00,81.00,50.00,65.00,43.00,55.00,64.00,,57.00,70.00,68.00,58.00,65.00,,59.00,64.00,61.00,,57.00,79.00,55,46
6911,-15280049807638,80.32,2,70,Gooiseweg,,70.00,67.00,77.00,71.00,72.00,73.00,71.00,68.00,66.00,69.00,67.00,72.00,72.00,68.00,70.00,76.00,70.00,73.00,63.00,82.00,73.00,71.00,78.00,98.00,73.00,71.00,63,260
5281,15280002791826,11.27,0,100,E35,,84.00,71.00,89.00,89.00,85.00,85.00,85.00,83.00,86.00,94.00,94.00,84.00,86.00,92.00,92.00,84.00,94.00,91.00,89.00,85.00,94.00,95.00,93.00,93.00,93.00,89.00,89,833
6933,15280049806725,20.79,4,100,AnonymousRoadnl14155100,,69.00,97.00,57.00,72.00,35.00,51.00,34.00,23.00,43.00,28.00,37.00,49.00,62.00,76.00,73.00,118.00,70.00,100.00,80.00,55.00,,,,130.00,,104.00,88,82
6936,15280049299511,17.65,4,50,Loosdrechtdreef,,31.00,26.00,46.00,28.00,38.00,32.00,39.00,19.00,39.00,6.00,31.00,29.00,27.00,37.00,49.00,38.00,36.00,13.00,40.00,27.00,54.00,50.00,21.00,18.00,18.00,,47,186
6939,-15280049299547,52.59,4,50,Loosdrechtdreef,,41.00,21.00,46.00,12.00,38.00,32.00,42.00,28.00,37.00,29.00,45.00,39.00,37.00,45.00,50.00,48.00,44.00,35.00,46.00,45.00,54.00,57.00,21.00,34.00,37.00,,48,187
6940,-15280049299519,52.94,4,50,AnonymousRoadnl14155098,,47.00,107.00,60.00,88.00,30.00,44.00,33.00,37.00,32.00,77.00,35.00,36.00,48.00,117.00,116.00,116.00,35.00,44.00,114.00,116.00,119.00,37.00,117.00,114.00,114.00,117.00,73,313
6941,15280049305008,63.91,4,50,Loosdrechtdreef,,57.00,114.00,72.00,88.00,41.00,45.00,49.00,42.00,13.00,57.00,68.00,51.00,48.00,116.00,116.00,116.00,60.00,73.00,60.00,116.00,108.00,102.00,109.00,114.00,114.00,117.00,58,296
6942,-15280049540737,92.64,4,100,AnonymousRoadnl14155098,,81.00,107.00,72.00,88.00,42.00,42.00,22.00,23.00,48.00,77.00,45.00,44.00,71.00,117.00,116.00,116.00,84.00,78.00,114.00,116.00,119.00,75.00,117.00,114.00,114.00,117.00,73,311
6943,15280049299513,23.83,4,50,AnonymousRoadnl14155100,,122.00,97.00,71.00,71.00,32.00,51.00,34.00,23.00,46.00,28.00,27.00,44.00,62.00,35.00,59.00,118.00,50.00,119.00,129.00,,,,,130.00,,104.00,,20
6944,15280049299549,69.55,4,50,Loosdrechtdreef,,48.00,114.00,72.00,88.00,38.00,44.00,39.00,38.00,32.00,39.00,68.00,42.00,48.00,116.00,113.00,116.00,50.00,62.00,60.00,116.00,108.00,102.00,109.00,114.00,114.00,117.00,43,305
6946,15280049299515,35.19,4,50,Loosdrechtdreef,,42.00,,47.00,,23.00,64.00,21.00,,43.00,54.00,45.00,45.00,59.00,35.00,29.00,31.00,23.00,43.00,28.00,35.00,,,,,,,27,66
6947,15280049806724,21.48,4,50,AnonymousRoadnl14155100,,67.00,97.00,64.00,72.00,33.00,51.00,34.00,23.00,43.00,28.00,31.00,45.00,62.00,64.00,57.00,118.00,67.00,100.00,38.00,55.00,,,,130.00,,104.00,81,81
6948,-15280049299518,18.91,4,50,AnonymousRoadnl14155098,,37.00,107.00,44.00,88.00,25.00,44.00,33.00,32.00,28.00,77.00,36.00,34.00,12.00,116.00,116.00,116.00,24.00,27.00,114.00,116.00,119.00,27.00,117.00,114.00,114.00,117.00,35,317
6949,15280049299512,24.70,4,50,Loosdrechtdreef,,20.00,27.00,34.00,32.00,12.00,30.00,24.00,24.00,10.00,10.00,22.00,5.00,23.00,18.00,31.00,17.00,10.00,14.00,35.00,4.00,52.00,48.00,23.00,10.00,19.00,,49,117
6950,15280049539294,333.81,0,100,Gaasperdammerweg,,99.00,101.00,77.00,74.00,27.00,32.00,20.00,48.00,25.00,78.00,22.00,29.00,68.00,98.00,100.00,100.00,100.00,104.00,107.00,102.00,103.00,112.00,106.00,112.00,109.00,85.00,87,500
6951,-15280051012484,116.99,3,80,Provincialeweg,,32.00,46.00,44.00,47.00,12.00,27.00,46.00,42.00,37.00,24.00,36.00,23.00,36.00,28.00,20.00,26.00,43.00,49.00,48.00,47.00,60.00,39.00,39.00,37.00,17.00,,42,207
6952,15280051008713,349.51,4,100,AnonymousRoadnl14155124,,61.00,60.00,63.00,55.00,65.00,64.00,72.00,63.00,70.00,,59.00,61.00,71.00,70.00,,103.00,112.00,75.00,59.00,,53.00,,,,68.00,63.00,,35
6953,-15280051012103,99.70,3,80,Provincialeweg,,60.00,60.00,60.00,53.00,61.00,58.00,50.00,16.00,21.00,20.00,11.00,16.00,9.00,23.00,63.00,73.00,58.00,61.00,63.00,,65.00,71.00,,68.00,,90.00,62,188
6954,-15280049305011,146.29,4,50,Loosdrechtdreef,,43.00,53.00,45.00,41.00,48.00,45.00,47.00,48.00,43.00,47.00,54.00,44.00,50.00,47.00,50.00,50.00,51.00,49.00,49.00,47.00,46.00,34.00,55.00,40.00,46.00,,49,188
6955,15280049299534,48.75,4,50,Loosdrechtdreef,,51.00,107.00,45.00,65.00,34.00,42.00,31.00,41.00,24.00,22.00,30.00,38.00,38.00,117.00,116.00,116.00,57.00,64.00,60.00,116.00,108.00,82.00,109.00,114.00,114.00,117.00,51,289
6956,-15280001321417,223.19,0,100,Gaasperdammerweg,,90.00,89.00,109.00,89.00,94.00,92.00,96.00,85.00,84.00,86.00,87.00,95.00,97.00,91.00,86.00,97.00,95.00,96.00,90.00,112.00,77.00,87.00,120.00,91.00,93.00,100.00,87,281
6957,15280051008712,69.18,4,100,AnonymousRoadnl14155124,,76.00,76.00,77.00,60.00,87.00,78.00,85.00,70.00,81.00,,70.00,69.00,86.00,79.00,,80.00,,91.00,75.00,,67.00,,,,85.00,84.00,,28
6958,15280049305009,146.50,4,50,Loosdrechtdreef,,55.00,107.00,72.00,88.00,41.00,44.00,44.00,42.00,8.00,44.00,68.00,49.00,45.00,116.00,116.00,116.00,57.00,62.00,60.00,116.00,108.00,97.00,109.00,114.00,114.00,117.00,58,286
6959,-15280049540736,12.90,4,50,AnonymousRoadnl14155098,,74.00,107.00,70.00,88.00,37.00,45.00,33.00,42.00,47.00,77.00,45.00,45.00,49.00,117.00,116.00,116.00,67.00,78.00,114.00,116.00,119.00,73.00,117.00,114.00,114.00,117.00,73,312
6960,-15280051012485,98.72,3,80,Provincialeweg,,58.00,47.00,51.00,55.00,56.00,51.00,63.00,54.00,51.00,60.00,58.00,55.00,56.00,56.00,57.00,61.00,52.00,57.00,55.00,65.00,62.00,72.00,63.00,60.00,59.00,,57,209
6961,15280049543411,87.67,4,100,AnonymousRoadnl14155100,,69.00,97.00,57.00,72.00,35.00,51.00,33.00,23.00,37.00,28.00,36.00,46.00,62.00,82.00,72.00,118.00,70.00,100.00,80.00,55.00,,,,130.00,,104.00,87,81
6962,15280049543412,30.72,4,100,AnonymousRoadnl14155100,,69.00,97.00,57.00,72.00,35.00,56.00,33.00,23.00,37.00,28.00,27.00,46.00,62.00,82.00,73.00,118.00,70.00,100.00,80.00,55.00,,,,130.00,,104.00,87,81
6963,15280049297564,42.96,0,100,Gaasperdammerweg,,100.00,102.00,86.00,77.00,27.00,39.00,18.00,38.00,25.00,78.00,20.00,29.00,83.00,100.00,105.00,100.00,104.00,104.00,108.00,102.00,103.00,114.00,106.00,112.00,109.00,85.00,91,457
